Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
5,157,1,3,23,49,1,2,9,8,63,2620.0
1,520,1,1,5,12,0,6,14,2,14,979.0
4,521,4,1,7,107,0,2,2,2,15,1094.0
1,24,1,1,4,2,2,2,2,2,5,979.0
4,9,0,0,12,12,1,18,2,2,21,2254.0
1,233,1,1,4,73,2,4,9,2,113,705.15
1,522,1,1,4,2,2,4,2,1,42,499.0
2,523,1,1,4,55,0,6,5,2,30,449.0
4,524,4,0,7,12,4,2,2,2,7,1299.0
7,525,3,1,2,72,1,11,23,2,136,1819.0
1,24,1,1,2,12,0,2,2,2,5,1070.0
3,526,3,6,5,72,1,6,66,1,169,998.0
4,6,1,1,2,2,2,6,20,2,93,559.0
4,83,1,1,2,12,1,14,37,2,147,989.99
7,527,3,1,2,72,1,11,23,2,35,1929.0
4,9,0,0,2,12,0,2,2,2,69,1458.0
3,528,3,6,5,78,8,18,100,2,161,3975.0
4,445,4,0,8,44,0,2,9,2,13,798.01
4,368,3,1,20,72,1,11,72,2,141,1329.0
0,7,0,4,6,108,0,5,40,3,154,1300.0
4,529,1,1,4,73,2,4,9,2,72,481.98
1,233,1,1,4,35,2,4,9,2,113,1199.0
1,411,0,9,2,35,0,2,9,8,52,1199.0
1,34,1,0,2,12,0,2,2,2,29,1090.0
5,74,0,9,7,44,0,2,9,2,6,1713.49
5,530,1,6,18,35,0,36,101,2,170,659.0
5,531,1,1,5,88,2,6,48,2,15,977.0
7,532,3,6,2,25,1,11,30,2,118,2499.0
5,533,1,1,4,35,2,4,9,2,4,540.0
1,469,1,1,2,35,2,4,9,8,113,940.0
5,534,0,9,35,36,0,3,40,2,171,1399.0
5,518,3,6,5,78,6,37,50,2,130,3240.0
5,33,4,7,10,29,2,10,15,2,28,646.27
1,76,0,0,19,12,1,3,2,2,6,2049.0
4,155,1,1,2,2,0,2,2,2,88,750.0
1,100,1,3,2,35,2,4,9,8,157,1030.99
1,135,5,1,2,44,0,2,102,8,36,1495.0
5,487,1,3,2,35,0,27,9,8,33,1199.0
1,535,1,0,37,109,2,7,40,7,69,615.0
2,523,1,1,4,55,2,4,5,2,30,387.0
4,192,1,1,4,110,2,4,20,4,8,393.49
1,2,1,1,4,9,2,6,9,1,2,345.99
3,536,3,6,5,25,0,11,23,2,39,1599.0
4,48,0,0,5,8,2,2,18,2,34,818.35
1,185,2,9,4,35,2,0,9,8,30,1599.0
2,537,1,1,2,2,0,11,48,2,30,799.0
4,83,1,1,2,2,0,6,37,2,54,638.8
7,538,3,6,2,72,0,2,66,2,103,1599.0
1,522,1,1,4,57,2,6,57,2,42,500.0
3,539,3,6,5,72,1,8,50,2,84,2299.0
4,540,0,9,4,73,2,4,9,8,46,1135.15
4,540,0,9,4,73,2,0,9,8,46,1166.97
2,541,1,1,4,51,2,22,20,7,163,209.0
1,306,5,6,5,72,0,6,103,8,170,2899.0
5,11,3,1,2,25,1,3,31,2,30,1199.0
4,540,0,9,4,35,0,2,9,8,46,1413.1
7,542,3,6,2,72,0,8,69,2,59,1511.19
5,513,4,1,7,35,2,2,9,2,4,867.0
1,543,1,1,2,22,2,6,62,2,4,398.0
3,544,3,1,5,72,1,8,69,2,135,1339.0
1,302,1,0,12,111,0,2,40,2,114,1699.0
4,545,1,1,4,35,2,4,104,8,89,769.15
5,546,1,1,4,50,2,0,9,2,4,429.0
1,547,0,0,2,44,0,3,9,2,114,1969.0
5,33,4,7,10,29,2,10,15,5,28,549.0
4,9,0,0,2,33,0,2,0,2,51,1379.0
5,518,3,6,5,78,1,38,50,2,130,2749.99
13,430,0,9,38,44,0,2,9,2,45,1029.0
9,548,0,0,2,12,1,3,2,2,66,2226.0
3,549,3,6,2,72,0,8,69,2,172,1312.49
12,550,1,0,2,106,2,7,15,2,16,196.0
1,547,1,0,2,35,0,2,9,2,114,1690.0
1,231,1,3,2,35,0,2,9,8,112,1513.0
4,511,1,1,4,35,2,4,9,4,168,523.63
3,37,1,1,4,14,2,6,2,2,24,435.0
5,74,4,3,7,44,0,2,9,2,35,1669.0
5,33,4,7,10,29,2,10,15,2,28,479.0
1,411,0,9,4,82,0,2,9,8,52,1895.0
5,11,3,1,5,16,0,8,23,1,30,989.0
1,551,3,6,5,88,0,8,23,2,76,1129.0
1,552,1,1,4,12,0,14,2,2,5,629.0
5,553,4,3,7,49,0,3,105,8,35,2050.38
3,554,1,3,4,23,2,7,21,2,46,278.0
1,2,0,1,2,12,0,2,2,2,102,752.0
2,123,1,1,2,2,2,6,14,2,77,616.0
5,555,1,1,2,44,1,16,106,2,12,1099.0
1,306,5,6,5,72,0,2,107,8,37,3949.4
4,83,1,1,4,2,0,6,37,2,12,784.0
7,517,3,6,2,64,1,11,50,2,118,2399.0
1,324,0,1,2,44,0,2,9,8,17,2171.72
5,157,4,3,35,49,1,3,9,2,23,2440.0
7,556,3,1,2,25,0,8,16,2,30,1142.8
1,547,4,0,8,82,0,2,9,2,61,1629.0
1,393,5,1,5,72,0,2,83,8,135,2229.0
1,547,4,0,17,49,0,2,9,2,61,1799.0
1,479,5,1,2,72,0,2,83,8,70,1899.0
1,411,0,9,2,112,0,2,9,8,52,2296.95
4,279,1,1,2,12,0,2,14,2,88,1009.9
1,324,1,1,2,35,0,2,9,8,17,1579.0
5,157,4,3,35,44,0,2,9,2,111,2339.0
5,557,1,1,4,50,2,6,9,1,36,339.0
1,558,1,1,4,75,2,4,70,2,2,297.0
5,559,1,1,2,35,0,6,101,1,147,599.0
4,97,3,1,2,25,0,6,95,2,47,1199.0
4,115,1,1,34,88,0,2,108,2,5,2250.68
1,560,1,1,2,47,2,2,29,2,14,478.89
7,561,3,6,2,25,1,11,31,2,39,1492.8
5,562,0,3,2,49,4,3,9,8,34,2299.0
5,563,1,1,2,35,0,16,101,2,12,788.49
1,547,4,0,17,49,0,3,9,2,61,2041.0
5,487,0,3,2,49,0,2,9,8,33,1499.0
7,564,3,3,2,72,1,11,72,2,33,1769.0
1,565,3,1,5,25,0,6,16,2,47,899.0
5,566,1,1,4,50,0,6,9,2,8,459.0
1,567,1,1,4,35,2,4,9,1,4,476.99
4,97,3,1,20,25,0,8,31,2,47,1498.0
5,295,1,1,5,2,0,2,2,2,71,1390.0
5,568,1,1,2,9,2,6,47,2,8,468.0
1,569,1,3,4,30,3,7,15,2,22,249.0
7,570,3,1,5,12,0,6,16,2,8,839.0
1,522,1,1,2,44,0,2,9,2,42,679.0
1,24,1,1,2,7,1,3,8,2,4,1159.0
3,571,1,1,4,85,2,4,20,2,8,369.0
5,572,1,1,4,35,2,4,9,1,4,398.0
5,465,1,1,2,12,0,6,14,1,8,709.0
3,573,1,3,2,14,2,2,2,2,24,769.0
5,574,1,1,2,44,2,16,9,8,147,825.0
5,351,3,1,5,72,1,3,75,2,139,1305.0
7,575,3,1,2,72,1,8,72,2,14,2153.37
1,24,1,1,4,73,2,4,9,2,159,650.0
5,157,4,3,35,35,0,2,9,2,92,1637.0
5,329,0,1,2,12,5,2,36,2,157,831.0
4,279,1,1,2,12,0,2,59,4,143,895.01
2,3,1,1,4,113,2,4,21,2,4,333.0
1,576,1,1,5,72,5,6,69,2,88,799.0
3,577,3,1,5,72,0,11,69,2,173,909.0
4,521,4,1,8,12,1,3,2,2,168,1179.0
2,123,1,1,2,2,2,2,14,2,77,691.0
4,9,0,0,12,82,0,2,9,4,51,1099.0
2,420,3,6,5,25,1,11,30,2,148,2599.0
5,11,3,1,5,16,0,6,16,2,30,819.0
15,578,4,13,39,114,2,7,109,7,110,659.0
1,2,1,1,4,2,2,4,2,2,2,485.0
0,7,0,4,6,108,0,5,87,3,154,1163.0
4,524,4,0,7,2,0,2,2,2,7,1199.0
1,579,1,1,5,25,4,8,16,2,174,1327.0
5,580,1,1,4,9,2,6,11,1,36,368.0
3,581,3,6,5,72,1,17,50,2,84,2150.0
2,3,1,1,4,113,2,6,21,4,4,272.0
7,582,3,6,2,25,1,11,23,2,32,2048.9
4,83,1,1,4,50,2,0,77,2,15,499.0
5,566,1,1,4,44,0,4,27,1,8,629.0
4,104,4,1,8,7,1,3,8,2,24,1285.0
4,9,0,0,12,12,1,3,2,2,21,2680.0
3,583,3,1,2,72,0,6,23,2,8,1169.0
4,83,1,1,2,2,0,2,37,2,54,889.0
1,584,1,1,4,2,0,2,2,2,14,579.0
5,55,1,1,4,115,2,4,70,2,8,299.0
2,585,1,6,18,50,0,6,14,2,175,629.0
3,31,3,1,2,25,1,11,30,2,8,2449.0
0,7,0,4,6,95,0,31,40,3,154,1279.0
3,586,1,1,2,25,1,8,23,2,8,1749.0
7,458,3,6,5,72,1,11,23,2,32,1948.99
4,491,4,1,7,2,0,2,2,2,176,999.0
3,208,3,6,2,25,1,11,23,2,59,1949.0
2,587,2,5,4,51,3,13,20,7,6,174.0
2,588,1,6,18,9,2,6,14,2,175,598.0
5,129,1,6,18,2,0,6,2,1,23,539.0
5,351,3,1,5,72,0,8,73,2,103,1272.0
2,589,4,3,7,66,0,2,12,2,21,1149.0
5,590,1,1,5,49,0,2,9,2,15,1529.0
7,591,3,1,2,72,0,8,23,2,8,1476.11
1,592,1,1,2,58,5,6,18,2,4,529.0
4,593,0,9,8,82,0,2,9,8,52,1713.37
4,521,4,15,8,14,2,4,2,2,83,509.0
3,594,1,1,4,57,2,6,57,2,25,309.0
4,9,0,0,12,12,0,2,2,2,69,1477.0
4,155,1,1,4,2,2,6,9,4,88,521.86
5,351,3,1,7,72,1,8,69,2,103,1029.0
7,595,3,1,2,25,0,8,16,2,8,1149.0
5,74,2,9,7,112,1,3,9,2,6,1650.0
13,120,3,3,2,25,1,18,23,2,71,3499.0
4,6,1,1,21,14,0,6,2,2,15,469.01
7,596,3,6,2,25,1,11,23,2,39,1598.0
0,15,0,5,4,18,2,5,1,3,162,959.0
1,597,1,1,2,9,2,6,9,2,4,478.0
1,100,0,3,27,44,0,2,9,8,157,2198.19
4,545,1,1,4,35,2,4,9,8,89,737.0
7,598,3,1,2,72,0,8,69,2,15,1169.0
5,179,1,0,5,12,1,3,2,2,34,1499.0
5,193,1,1,2,60,5,2,18,2,8,597.57
3,599,0,0,2,44,0,2,9,2,100,1280.0
2,247,1,1,4,50,2,4,9,4,30,361.8
4,600,4,6,8,12,1,3,14,2,26,1799.0
1,100,1,3,2,35,2,2,9,8,157,1099.99
3,601,3,1,5,25,1,11,31,2,12,1600.0
4,235,1,3,4,2,2,4,2,2,7,875.0
3,602,3,1,5,72,1,11,30,2,177,2325.0
5,603,1,1,5,2,0,2,2,1,15,573.0
4,9,4,0,12,41,0,2,12,2,129,1813.0
4,192,1,1,4,57,2,4,20,4,8,324.0
1,12,1,1,4,22,2,4,28,2,2,399.0
5,566,1,1,2,73,5,0,27,2,30,569.0
5,604,1,3,5,35,0,2,9,2,36,1072.0
4,192,1,1,4,110,2,4,20,2,8,443.99
3,605,1,1,4,23,2,6,21,2,24,339.0
3,606,3,6,5,72,1,8,72,2,178,1900.0
4,155,1,1,4,9,2,4,9,2,134,490.0
5,607,1,1,2,44,0,16,101,8,147,895.0
7,608,3,1,2,72,0,8,69,2,30,1229.0
5,609,4,3,8,35,2,0,9,2,35,833.01
3,610,0,0,5,116,0,3,40,2,21,729.0
4,6,1,1,4,14,5,6,2,2,15,459.0
2,611,1,1,4,30,2,4,15,4,30,289.0
4,192,1,1,4,85,3,4,20,2,163,379.0
5,351,1,1,5,72,0,6,69,2,103,899.0
1,612,1,1,2,117,5,16,77,2,5,549.99
4,6,1,1,4,12,0,6,11,4,15,805.99
1,613,2,5,4,30,3,7,15,2,144,209.0
3,614,1,1,4,44,2,4,36,2,8,720.32
5,615,4,3,7,44,2,0,9,2,35,638.0
5,404,4,0,30,44,1,3,9,2,6,1499.0
5,342,1,3,4,85,3,10,20,2,46,229.0
1,616,1,1,4,44,5,6,101,2,95,764.0
3,617,1,1,4,85,2,4,20,2,8,369.0
3,610,0,0,5,116,0,3,40,2,21,729.0
4,6,1,1,4,14,5,6,2,2,15,459.0
2,611,1,1,4,30,2,4,15,4,30,289.0
4,192,1,1,4,85,3,4,20,2,163,379.0
5,351,1,1,5,72,0,6,69,2,103,899.0
1,612,1,1,2,117,5,16,77,2,5,549.99
4,6,1,1,4,12,0,6,11,4,15,805.99
1,613,2,5,4,30,3,7,15,2,144,209.0
3,614,1,1,4,44,2,4,36,2,8,720.32
5,615,4,3,7,44,2,0,9,2,35,638.0
5,404,4,0,30,44,1,3,9,2,6,1499.0
5,342,1,3,4,85,3,10,20,2,46,229.0
1,616,1,1,4,44,5,6,101,2,95,764.0
3,617,1,1,4,85,2,4,20,2,8,369.0
3,610,0,0,5,116,0,3,40,2,21,729.0
4,6,1,1,4,14,5,6,2,2,15,459.0
2,611,1,1,4,30,2,4,15,4,30,289.0
4,192,1,1,4,85,3,4,20,2,163,379.0
5,351,1,1,5,72,0,6,69,2,103,899.0
1,612,1,1,2,117,5,16,77,2,5,549.99
4,6,1,1,4,12,0,6,11,4,15,805.99
1,613,2,5,4,30,3,7,15,2,144,209.0
3,614,1,1,4,44,2,4,36,2,8,720.32
5,615,4,3,7,44,2,0,9,2,35,638.0
5,404,4,0,30,44,1,3,9,2,6,1499.0
5,342,1,3,4,85,3,10,20,2,46,229.0
1,616,1,1,4,44,5,6,101,2,95,764.0
3,617,1,1,4,85,2,4,20,2,8,369.0
